Nombre Asignatura;Nota 1er Corte;Nota 2do Corte;Nota 3er Corte;Nota 4to Corte;Nota 5to Corte
PROGRAMACIÓN DE COMPUTADORES;4.7;5;5;4.8;4.8
PROGRAMACIÓN DE COMPUTADORES;2.9;1.6;1.4;2.6;3.3
PROGRAMACIÓN DE COMPUTADORES;2.7;2.7;2.7;2.7;2.7
PROGRAMACIÓN DE COMPUTADORES;1.9;2.8;3.5;2.9;4.6
PROGRAMACIÓN DE COMPUTADORES;4.2;3.9;5;3.6;4.7
PROGRAMACIÓN DE COMPUTADORES;3.6;2.2;3;3;4.3
PROGRAMACIÓN DE COMPUTADORES;4.1;4.1;4.1;4.1;4.1
PROGRAMACIÓN DE COMPUTADORES;3.8;2.5;5;4;4
PROGRAMACIÓN DE COMPUTADORES;3.9;3.9;4.1;4.1;4.1
PROGRAMACIÓN DE COMPUTADORES;4.5;5;4.6;4.8;4.8
PROGRAMACIÓN DE COMPUTADORES;2.4;4;3.6;3;4.6
PROGRAMACIÓN DE COMPUTADORES;4.4;4.4;4.4;4.4;4.4
PROGRAMACIÓN DE COMPUTADORES;4.7;1.7;3.3;2.8;4.2
PROGRAMACIÓN DE COMPUTADORES;4.1;4.1;4.1;4.1;4.1
PROGRAMACIÓN DE COMPUTADORES;3.4;3.4;3.4;3.4;3.4
PROGRAMACIÓN DE COMPUTADORES;1.8;2.5;2.2;3.7;3.7
PROGRAMACIÓN DE COMPUTADORES;4.5;4.5;4.5;4.5;4.5
PROGRAMACIÓN DE COMPUTADORES;4.7;5;5;4.9;4.9
PROGRAMACIÓN DE COMPUTADORES;4.6;4.5;2.3;4.6;4.6
PROGRAMACIÓN DE COMPUTADORES;4.2;4.9;3.5;4.8;4.8
PROGRAMACIÓN DE COMPUTADORES;4.5;4.5;4.5;4.5;4.5
PROGRAMACIÓN DE COMPUTADORES;4.2;2.9;2.9;3.6;4.4
PROGRAMACIÓN DE COMPUTADORES;4;4;4;4;4
PROGRAMACIÓN DE COMPUTADORES;3.5;3.5;3.5;3.5;3.5
PROGRAMACIÓN DE COMPUTADORES;4.3;4.7;3.1;3.9;3.9
PROGRAMACIÓN DE COMPUTADORES;4.8;4.8;4.8;4.8;4.8
PROGRAMACIÓN DE COMPUTADORES;3.6;3.6;4.6;3.5;4.2
PROPEDÉUTICA DE TEXTOS;3.8;4.3;4.6;;
QUÍMICA GENERAL;4.3;2.4;4.3;;
REDES DE COMPUTADORES;4.9;4.8;5;5;4.1
REDES DE COMPUTADORES;2.7;3.6;2.7;4.6;4.5
REDES DE COMPUTADORES;4.5;4.8;4.9;5;4.3
REDES DE COMPUTADORES;4.2;4.5;4.5;4.4;3.5
REDES DE COMPUTADORES;4.5;3.9;4;5;4.1
REDES DE COMPUTADORES;3.9;4.4;4.3;4.6;4.7
REDES DE COMPUTADORES;4.2;3.6;4.5;4.4;4.6
REDES DE COMPUTADORES;3.8;4;4.5;4.3;3.9
REDES DE COMPUTADORES;4.1;3.9;4.2;5;4.3
REDES DE COMPUTADORES;3.2;3.5;3.6;3.5;3.9
REDES DE COMPUTADORES;4.8;4.5;3.8;4.6;4
REDES DE COMPUTADORES;3.1;3.4;4.1;4.9;4.2
REDES DE COMPUTADORES;4;4.2;4.5;4.2;4.2
REDES DE COMPUTADORES;3.6;3.5;3.9;4;3.9
REDES DE COMPUTADORES;3.9;4.4;4.7;5;4.5
RELIGIÓN Y SOCIEDAD: LO SAGRADO Y LO SOCIAL;4.3;4.7;4.6;;
RELIGIONES DEL MUNDO;2.5;4.6;5;;
TALLER DE ESCRITURA CREATIVA Y CIENCIA FICCIÓN;4.9;4.8;5;;
TALLER DE ESCRITURA CREATIVA Y CIENCIA FICCIÓN;4;3.3;3.7;;
TEORÍA DE GRAFOS;2.7;4.5;4.8;3.5;4.9
TEORÍA DE GRAFOS;3.9;4.8;4.5;4.5;4.7
TEORÍA DE GRAFOS;4.9;3.7;5;4.1;4.9
TEORÍA DE GRAFOS;2.9;4.7;4;3.5;4.9
TEORÍA DE GRAFOS;4.3;3.3;4.3;4.3;4.4
TEORÍA DE GRAFOS;3.8;3.8;3.8;4.3;4.2
TEORÍA DE GRAFOS;3.2;4.3;4.8;3.1;4.4
TEORÍA DE GRAFOS;2.5;3.6;3.8;2.5;4.1
TEORÍA DE GRAFOS;4.7;4.3;4.2;4.4;4.6
TEORÍA DE GRAFOS;3.5;4.3;4.1;4.3;3.6
TEORÍA DE GRAFOS;3.7;4.3;4.3;3.7;4.8
TEORÍA DE GRAFOS;4.4;3.5;4.2;4.9;4
TEORÍA DE GRAFOS;3.2;3.8;4.4;3.8;3.9
TEORÍA DE GRAFOS;3.4;2.5;4.3;4.4;3.8
TEORÍA DE GRAFOS;2;3.6;3.9;2.5;3.6
TEORÍA DE GRAFOS;2.2;4.1;4.2;3.8;4.1
TEORÍA DE GRAFOS;2;3.8;4.1;3.7;4.1
TEORÍA DE GRAFOS;3.4;2.8;3.9;3.9;2.9
TEORÍA DE GRAFOS;2.1;3.2;4.2;4.1;3.5
TEORÍA DE GRAFOS;2.7;3.4;4.9;4.8;3.8
TEORÍA DE GRAFOS;2;2.5;3.9;2.1;2.5
TEORÍA DE GRAFOS;3.5;3.2;4.9;4.9;3.8
TEORÍA DE GRAFOS;4.8;3.5;4.4;4.6;3.6
TEORÍA DE GRAFOS;4.2;3.4;4.6;4.9;2.6
TEORÍA DE GRAFOS;4.7;4;4;4.5;3
TEORÍA DE GRAFOS;1.9;1.4;4.2;4.5;2.3
TEORÍA DE GRAFOS;4.4;3.8;4.5;4.9;2.8
TEORÍA DE GRAFOS;3.5;3.2;4;5;2.8
TEORÍA DE GRAFOS;4.4;3.4;4.8;4.2;2.3
TEORÍA DE GRAFOS;4.4;4.2;4.8;5;4.8
TEORÍA DE GRAFOS;4.1;3.8;1;4.5;2.2
TEORÍA DE GRAFOS;4.7;2.8;4.8;4.7;3.7
TEORÍA DE GRAFOS;3.9;4.1;4.4;4.8;3.6
TEORÍA DE GRAFOS;3.4;3.5;4.5;4.7;3.3
TEORÍA DE GRAFOS;3.5;3.3;4.8;5;3.3
TEORÍA DE GRAFOS;2.8;2.6;4.2;4.4;3
TEORÍA DE GRAFOS;5;4;4.6;5;3
TEORÍA DE GRAFOS;3.7;4.5;4.5;4.5;3
TEORÍA DE GRAFOS;4.5;4.1;4.5;4.3;3.5
TEORÍA DE GRAFOS;4;3.5;4;4.8;2.7
TEORÍA DE GRAFOS;3.6;5;2.6;4.4;4
TEORÍA DE GRAFOS;1.8;5;3;4.5;4
TEORÍA DE GRAFOS;3.6;5;4.7;4.5;3.6
TEORÍA DE GRAFOS;3.4;4.8;3;4.5;4.1
TEORÍA DE GRAFOS;3.3;5;2.5;4.3;4.1
TEORÍA DE GRAFOS;2.6;5;3.6;4.5;4.4
TEORÍA DE GRAFOS;4.3;5;3.3;4.5;4.3
TEORÍA DE GRAFOS;4.7;5;4.3;4.5;4.4
TEORÍA DE GRAFOS;1.6;5;2.4;4.6;4
TEORÍA DE GRAFOS;1.6;5;1.7;4.4;3.6
TEORÍA DE GRAFOS;2.4;5;2.6;3.9;3.7
TEORÍA DE GRAFOS;3.6;4.3;2;4.3;4
TEORÍA DE GRAFOS;2.7;5;2.4;4.3;4.7
TEORÍA DE GRAFOS;2.6;4.7;3.2;4.6;4
TEORÍA DE GRAFOS;2.9;5;3.3;4.5;4.7
TEORÍA DE GRAFOS;2.4;5;3.2;4.5;4.4
TEORÍA DE GRAFOS;3.8;3.9;3.3;4.5;4.5
TEORÍA DE GRAFOS;5;5;4.4;4.4;4.8
TEORÍA DE GRAFOS;4.1;5;4.7;3.9;4.7
TEORÍA DE GRAFOS;3.1;4.5;3.6;4.8;4.3
TEORÍA DE GRAFOS;5;5;3.7;4.4;4.8
TEORÍA DE GRAFOS;5;4.5;2.9;4.8;4.5
TEORÍA DE GRAFOS;3.8;5;4.8;4.2;3.7
TEORÍA DE GRAFOS;1.8;5;3.6;4.7;4
TEORÍA DE GRAFOS;1.7;4.5;3.9;3.8;4.4
TEORÍA DE GRAFOS;2.8;5;2.9;4.2;4.7
TEORÍA DE LA COMPUTACIÓN;2.7;3.6;3.1;2.6;4.6
TEORÍA DE LA COMPUTACIÓN;5;5;4.8;2.6;4.7
TEORÍA DE LA COMPUTACIÓN;4.2;3.4;2.3;4.1;4.6
TEORÍA DE LA COMPUTACIÓN;3.2;5;3.1;3.9;4.7
TEORÍA DE LA COMPUTACIÓN;4.6;4.3;3.8;2.7;4.8
TEORÍA DE LA COMPUTACIÓN;4.5;4.8;1.7;2.8;4.7
TEORÍA DE LA COMPUTACIÓN;4.5;3.1;3.8;4.1;4.7
TEORÍA DE LA COMPUTACIÓN;5;3.9;2.6;2.4;4.8
TEORÍA DE LA COMPUTACIÓN;5;5;5;4.9;5
TEORÍA DE LA COMPUTACIÓN;3.1;3.4;3.9;4.1;3.7
TEORÍA DE LA COMPUTACIÓN;5;4.6;5;4.8;4.8
TEORÍA DE LA COMPUTACIÓN;4.9;3.6;4.7;4.7;5
TEORÍA DE LA COMPUTACIÓN;3.5;4.7;5;4.5;2.9
TEORÍA DE LA COMPUTACIÓN;3.7;3.5;4;4.9;2.9
TEORÍA DE LA COMPUTACIÓN;2.9;3.2;4.7;4;2.2
TEORÍA DE LA COMPUTACIÓN;2.9;3.6;4.8;4.8;2.9
TEORÍA DE LA COMPUTACIÓN;4.9;3.6;3.9;4.9;4
TEORÍA DE LA COMPUTACIÓN;3.8;3.4;3.1;4.8;3.2
TEORÍA DE LA COMPUTACIÓN;3.6;4.1;4.3;4.7;5
TEORÍA DE LA COMPUTACIÓN;4.4;4.5;5;5;4.8
TEORÍA DE LA COMPUTACIÓN;1.8;4;4.8;3.9;4
TEORÍA DE LA COMPUTACIÓN;4.9;5;5;5;5
TEORÍA DE LA COMPUTACIÓN;3.4;3.9;4;5;3.8
TEORÍA DE LA COMPUTACIÓN;3.9;3.5;3.5;5;5
TEORÍA DE LA COMPUTACIÓN;4.7;5;5;4.6;5
TEORÍA DE LA COMPUTACIÓN;3;3.4;5;5;5
TEORÍA DE LA COMPUTACIÓN;4.2;3.3;4.6;5;4.9
TEORÍA DE LA COMPUTACIÓN;4.9;2.8;4.6;5;5
TEORÍA DE LA COMPUTACIÓN;3;2.8;2.8;5;4.8
TEORÍA DE LA COMPUTACIÓN;2.6;2.2;4;4.7;5
TEORÍA DE LA COMPUTACIÓN;4.9;4.4;4.8;4.7;4.7
TEORÍA DE LA COMPUTACIÓN;3.2;3.3;5;3.3;5
TEORÍA DE LA COMPUTACIÓN;5;5;5;5;5
TEORÍA DE LA COMPUTACIÓN;4.7;4.2;3;4.1;5
TEORÍA DE LA COMPUTACIÓN;2.2;3.2;3;4.7;4.8
TEORÍA DE LA COMPUTACIÓN;2.1;4.2;2.8;3.2;3.5
TEORÍA DE LA COMPUTACIÓN;4;5;4.3;5;5
TEORÍA DE LA COMPUTACIÓN;3.4;2.8;3.8;4.7;5
TEORÍA DE LA COMPUTACIÓN;1.8;2.2;3.4;3.3;3
TEORÍA DE LA COMPUTACIÓN;2.2;2.9;4;4.8;4.5
TOPOLOGÍA;4.1;4;4.5;5;5
TOPOLOGÍA;4;3.5;4.7;5;5
TOPOLOGÍA;3.9;4.9;2.5;5;5
TOPOLOGÍA;4.5;4.4;4.4;5;5
VARIABLE COMPLEJA;2.7;2.5;3;3.9;4.3
VARIABLE COMPLEJA;4.9;4.8;3.8;0;4.5
VARIABLE COMPLEJA;3.1;3.1;3.1;3.6;3.5
VARIABLE COMPLEJA;3;3.8;3;4.3;2.7
VARIABLE COMPLEJA;3.9;4.4;3.4;4.1;4.1
VARIABLE COMPLEJA;4.3;3.3;4.4;4.1;4
VARIABLE COMPLEJA;1.6;3.8;3.2;3.8;2.9
VARIABLE COMPLEJA;4.3;5;4.5;4.4;4
VARIABLE COMPLEJA;3.4;4.2;2.3;3.5;3.4
VARIABLE COMPLEJA;4.7;5;4.4;4.4;4.7
VARIABLE COMPLEJA;3.2;3.7;4.5;3.3;3.5
VARIABLE COMPLEJA;3.8;4;4.1;3.7;4
VARIABLE COMPLEJA;2.7;3.5;2.3;3.5;4.1
VARIABLE COMPLEJA;2.9;3.7;4.3;3.5;4.4
VARIABLE COMPLEJA;2.4;3.4;4.1;2.6;4.4
VARIABLE COMPLEJA;4.3;4.9;4.9;5;4.6
VARIABLE COMPLEJA;3.4;4.7;5;3;4.2
VARIABLE COMPLEJA;3.2;4.5;3.3;2.9;3.9
VARIABLE COMPLEJA;3;4.3;4.8;4.1;4.7
YOGA: RECUPERACIÓN FÍSICA, MENTAL Y EMOCIONAL;3.8;4.9;4.8;;
